date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:25:55	5705/5705	---M-Z	200	added ('OK')	application/javascript	etag:%221649-5c4e61e981cc6-gzip%22	http://localhost:8180/wp-content/themes/twentytwentyone/assets/js/primary-navigation.js?ver=1.3	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/wp-content/themes/twentytwentyone/assets/js/primary-navigation4e44.js	(from http://localhost:8180/)
14:25:55	1426/1426	---M-Z	200	added ('OK')	application/javascript	etag:%22592-5c46afabfbb00-gzip%22	http://localhost:8180/wp-includes/js/wp-embed.min.js?ver=5.7.2	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/wp-includes/js/wp-embed.min9f31.js	(from http://localhost:8180/)
14:25:55	28051/28051	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:55:55%20GMT	http://localhost:8180/young-scientist-workshop/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/young-scientist-workshop/index.html	(from http://localhost:8180/)
14:25:56	103089/103089	---M-Z	200	added ('OK')	application/rss+xml	etag:%22b3aa73475208f17dfefb4822ea950f55-gzip%22	http://localhost:8180/feed/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/feed/index.html	(from http://localhost:8180/)
14:25:58	40613/40613	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:55:55%20GMT	http://localhost:8180/category/science-2/technology/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/category/science-2/technology/index.html	(from http://localhost:8180/)
14:25:58	44338/44338	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:55:55%20GMT	http://localhost:8180/category/science-2/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/category/science-2/index.html	(from http://localhost:8180/)
14:25:59	44892/44892	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:55:58%20GMT	http://localhost:8180/category/motivation/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/category/motivation/index.html	(from http://localhost:8180/)
14:25:59	30126/30126	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:55:59%20GMT	http://localhost:8180/category/stories/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/category/stories/index.html	(from http://localhost:8180/)
14:25:59	43965/43965	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:55:56%20GMT	http://localhost:8180/category/startups/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/category/startups/index.html	(from http://localhost:8180/)
14:26:00	42379/42379	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:55:59%20GMT	http://localhost:8180/category/career/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/category/career/index.html	(from http://localhost:8180/)
14:26:00	45167/45167	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:00%20GMT	http://localhost:8180/category/education/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/category/education/index.html	(from http://localhost:8180/)
14:26:00	32748/32748	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:55:59%20GMT	http://localhost:8180/2019/03/31/experiment-generation-of-electricity-from-wind/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/2019/03/31/experiment-generation-of-electricity-from-wind/index.html	(from http://localhost:8180/)
14:26:01	39793/39793	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:00%20GMT	http://localhost:8180/category/youngsciencelab/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/category/youngsciencelab/index.html	(from http://localhost:8180/)
14:26:01	30375/30375	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:01%20GMT	http://localhost:8180/tag/experiment/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/experiment/index.html	(from http://localhost:8180/)
14:26:01	26696/26696	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:01%20GMT	http://localhost:8180/tag/physics/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/physics/index.html	(from http://localhost:8180/)
14:26:02	83138/83138	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:01%20GMT	http://localhost:8180/2019/03/05/observation-research-and-study/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/2019/03/05/observation-research-and-study/index.html	(from http://localhost:8180/)
14:26:02	34053/34053	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:02%20GMT	http://localhost:8180/tag/research/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/research/index.html	(from http://localhost:8180/)
14:26:03	43998/43998	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:02%20GMT	http://localhost:8180/category/research/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/category/research/index.html	(from http://localhost:8180/)
14:26:03	43617/43617	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:02%20GMT	http://localhost:8180/category/life/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/category/life/index.html	(from http://localhost:8180/)
14:26:04	32436/32436	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:03%20GMT	http://localhost:8180/tag/innovation/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/innovation/index.html	(from http://localhost:8180/)
14:26:04	33977/33977	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:02%20GMT	http://localhost:8180/2019/02/23/innovative-thinking/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/2019/02/23/innovative-thinking/index.html	(from http://localhost:8180/)
14:26:05	26975/26975	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:04%20GMT	http://localhost:8180/tag/domain-driven-design/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/domain-driven-design/index.html	(from http://localhost:8180/)
14:26:05	31036/31036	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:03%20GMT	http://localhost:8180/tag/thinking/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/thinking/index.html	(from http://localhost:8180/)
14:26:05	34605/34605	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:04%20GMT	http://localhost:8180/2019/02/17/microservices-part-1-basic-concepts/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/2019/02/17/microservices-part-1-basic-concepts/index.html	(from http://localhost:8180/)
14:26:05	26940/26940	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:05%20GMT	http://localhost:8180/tag/microservices/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/microservices/index.html	(from http://localhost:8180/)
14:26:05	26980/26980	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:05%20GMT	http://localhost:8180/tag/software-architecture/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/software-architecture/index.html	(from http://localhost:8180/)
14:26:06	38960/38960	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:05%20GMT	http://localhost:8180/2019/02/17/annual-tax-filing-for-llp-in-india/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/2019/02/17/annual-tax-filing-for-llp-in-india/index.html	(from http://localhost:8180/)
14:26:06	26563/26563	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:06%20GMT	http://localhost:8180/tag/gst/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/gst/index.html	(from http://localhost:8180/)
14:26:06	43077/43077	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:06%20GMT	http://localhost:8180/tag/startup/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/startup/index.html	(from http://localhost:8180/)
14:26:07	26563/26563	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:06%20GMT	http://localhost:8180/tag/tax/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/tax/index.html	(from http://localhost:8180/)
14:26:07	34036/34036	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:06%20GMT	http://localhost:8180/2019/02/16/few-thoughts-on-origin-of-universe/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/2019/02/16/few-thoughts-on-origin-of-universe/index.html	(from http://localhost:8180/)
14:26:07	45424/45424	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:06%20GMT	http://localhost:8180/category/space/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/category/space/index.html	(from http://localhost:8180/)
14:26:08	26638/26638	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:07%20GMT	http://localhost:8180/tag/big-bang/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/big-bang/index.html	(from http://localhost:8180/)
14:26:09	26643/26643	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:08%20GMT	http://localhost:8180/tag/inflation/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/inflation/index.html	(from http://localhost:8180/)
14:26:09	38047/38047	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:08%20GMT	http://localhost:8180/tag/space/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/space/index.html	(from http://localhost:8180/)
14:26:09	34886/34886	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:08%20GMT	http://localhost:8180/2019/02/15/airbnb-data-science-team-experience-jeff-feng/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/2019/02/15/airbnb-data-science-team-experience-jeff-feng/index.html	(from http://localhost:8180/)
14:26:09	26712/26712	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:09%20GMT	http://localhost:8180/tag/airbnb/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/airbnb/index.html	(from http://localhost:8180/)
14:26:09	28608/28608	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:09%20GMT	http://localhost:8180/tag/machine-learning/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/machine-learning/index.html	(from http://localhost:8180/)
14:26:10	26816/26816	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:09%20GMT	http://localhost:8180/tag/healthcare/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/healthcare/index.html	(from http://localhost:8180/)
14:26:10	39157/39157	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:09%20GMT	http://localhost:8180/2019/02/15/model-based-learning/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/2019/02/15/model-based-learning/index.html	(from http://localhost:8180/)
14:26:11	28680/28680	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:10%20GMT	http://localhost:8180/tag/business/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/business/index.html	(from http://localhost:8180/)
14:26:11	33964/33964	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:10%20GMT	http://localhost:8180/2018/12/09/story-of-business-sciloo-customer-or-selling/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/2018/12/09/story-of-business-sciloo-customer-or-selling/index.html	(from http://localhost:8180/)
14:26:11	31659/31659	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:10%20GMT	http://localhost:8180/2018/07/19/sciloo-amazon-activate-builder-startup-program/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/2018/07/19/sciloo-amazon-activate-builder-startup-program/index.html	(from http://localhost:8180/)
14:26:11	26636/26636	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:11%20GMT	http://localhost:8180/tag/aws/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/aws/index.html	(from http://localhost:8180/)
14:26:12	32679/32679	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:11%20GMT	http://localhost:8180/page/6/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/page/6/index.html	(from http://localhost:8180/)
14:26:12	26656/26656	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:11%20GMT	http://localhost:8180/tag/funding/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/funding/index.html	(from http://localhost:8180/)
14:26:12	26571/26571	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:12%20GMT	http://localhost:8180/tag/advice/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/advice/index.html	(from http://localhost:8180/)
14:26:12	42459/42459	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:12%20GMT	http://localhost:8180/page/2/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/page/2/index.html	(from http://localhost:8180/)
14:26:13	28895/28895	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:13%20GMT	http://localhost:8180/tag/book/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/book/index.html	(from http://localhost:8180/)
14:26:13	26922/26922	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:12%20GMT	http://localhost:8180/tag/astrophotography/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/astrophotography/index.html	(from http://localhost:8180/)
14:26:13	26672/26672	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:13%20GMT	http://localhost:8180/tag/caffe/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/caffe/index.html	(from http://localhost:8180/)
14:26:14	36969/36969	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:14%20GMT	http://localhost:8180/tag/career/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/career/index.html	(from http://localhost:8180/)
14:26:14	26692/26692	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:14%20GMT	http://localhost:8180/tag/chocolate/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/chocolate/index.html	(from http://localhost:8180/)
14:26:15	28344/28344	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:14%20GMT	http://localhost:8180/tag/coffee/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/coffee/index.html	(from http://localhost:8180/)
14:26:15	28849/28849	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:15%20GMT	http://localhost:8180/tag/decision-making/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/decision-making/index.html	(from http://localhost:8180/)
14:26:15	29389/29389	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:15%20GMT	http://localhost:8180/tag/education/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/education/index.html	(from http://localhost:8180/)
14:26:16	28664/28664	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:15%20GMT	http://localhost:8180/tag/free/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/free/index.html	(from http://localhost:8180/)
14:26:17	29111/29111	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:16%20GMT	http://localhost:8180/tag/imagination/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/imagination/index.html	(from http://localhost:8180/)
14:26:17	34572/34572	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:16%20GMT	http://localhost:8180/tag/inspiration/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/inspiration/index.html	(from http://localhost:8180/)
14:26:17	28851/28851	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:16%20GMT	http://localhost:8180/tag/invention/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/invention/index.html	(from http://localhost:8180/)
14:26:18	31376/31376	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:17%20GMT	http://localhost:8180/tag/learning/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/learning/index.html	(from http://localhost:8180/)
14:26:18	35069/35069	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:17%20GMT	http://localhost:8180/tag/life/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/life/index.html	(from http://localhost:8180/)
14:26:18	41098/41098	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:17%20GMT	http://localhost:8180/tag/motivation/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/motivation/index.html	(from http://localhost:8180/)
14:26:18	108469/108469	---MC-	200	added ('OK')	application/json	date:Thu,%2017%20Jun%202021%2008:55:54%20GMT	http://localhost:8180/wp-json/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/wp-json/index.html	(from http://localhost:8180/)
14:26:18	28138/28138	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:18%20GMT	http://localhost:8180/tag/nasa/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/nasa/index.html	(from http://localhost:8180/)
14:26:19	28823/28823	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:18%20GMT	http://localhost:8180/tag/newton/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/newton/index.html	(from http://localhost:8180/)
14:26:19	26667/26667	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:18%20GMT	http://localhost:8180/tag/nono/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/nono/index.html	(from http://localhost:8180/)
14:26:19	26994/26994	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:18%20GMT	http://localhost:8180/tag/paper/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/paper/index.html	(from http://localhost:8180/)
14:26:19	26876/26876	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:19%20GMT	http://localhost:8180/tag/planning/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/planning/index.html	(from http://localhost:8180/)
14:26:20	27053/27053	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:19%20GMT	http://localhost:8180/tag/process/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/process/index.html	(from http://localhost:8180/)
14:26:20	29243/29243	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:19%20GMT	http://localhost:8180/tag/radio-waves/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/radio-waves/index.html	(from http://localhost:8180/)
14:26:20	29111/29111	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:19%20GMT	http://localhost:8180/tag/space-time/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/space-time/index.html	(from http://localhost:8180/)
14:26:21	26876/26876	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:20%20GMT	http://localhost:8180/tag/strategy/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/strategy/index.html	(from http://localhost:8180/)
14:26:21	33231/33231	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:20%20GMT	http://localhost:8180/tag/success/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/success/index.html	(from http://localhost:8180/)
14:26:21	28727/28727	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Jun%202021%2008:56:20%20GMT	http://localhost:8180/tag/team/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/tag/team/index.html	(from http://localhost:8180/)
14:26:21	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2017%20Jun%202021%2008:56:21%20GMT	http://localhost:8180/?p=519	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/indexcc08.html	(from http://localhost:8180/young-scientist-workshop/)
14:26:23	2440/2440	---M-Z	200	added ('OK')	text/xml	date:Thu,%2017%20Jun%202021%2008:56:22%20GMT	http://localhost:8180/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8180%2Fyoung-scientist-workshop%2F&format=xml	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/wp-json/oembed/1.0/embed09af	(from http://localhost:8180/young-scientist-workshop/)
14:26:23	25288/25288	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2017%20Jun%202021%2008:56:21%20GMT	http://localhost:8180/Trident/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/Trident/index.html	(from http://localhost:8180/)
14:26:23	2348/2348	---M--	200	added ('OK')	application/json	date:Thu,%2017%20Jun%202021%2008:56:21%20GMT	http://localhost:8180/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8180%2Fyoung-scientist-workshop%2F	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/wp-json/oembed/1.0/embed2d91.json	(from http://localhost:8180/young-scientist-workshop/)
14:26:23	4541/4541	---M--	200	added ('OK')	application/json	date:Thu,%2017%20Jun%202021%2008:56:20%20GMT	http://localhost:8180/wp-json/wp/v2/pages/519	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/wp-json/wp/v2/pages/519.json	(from http://localhost:8180/young-scientist-workshop/)
14:26:23	8884/8884	---M--	200	added ('OK')	image/png	etag:%2222b4-5c4f2412ab180%22	http://localhost:8180/wp-content/uploads/2017/04/5-star-rating-e1497280280811-300x71.png	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/wp-content/uploads/2017/04/5-star-rating-e1497280280811-300x71.png	(from http://localhost:8180/young-scientist-workshop/)
14:26:24	15335/15335	---M--	200	added ('OK')	image/png	etag:%223be7-5c4f2412ab180%22	http://localhost:8180/wp-content/uploads/2017/04/4-star-rating-e1497280237617-300x90.png	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/wp-content/uploads/2017/04/4-star-rating-e1497280237617-300x90.png	(from http://localhost:8180/young-scientist-workshop/)
14:26:25	588/588	---M--	200	added ('OK')	application/json	date:Thu,%2017%20Jun%202021%2008:56:24%20GMT	http://localhost:8180/wp-json/wp/v2/categories/4	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/wp-json/wp/v2/categories/4.json	(from http://localhost:8180/category/science-2/)
14:26:25	25288/25288	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2017%20Jun%202021%2008:56:23%20GMT	http://localhost:8180/young-scientist-workshop/Trident/	C:/Users/310231618/Pictures/backwpup/Sciloo/localhost_8180/young-scientist-workshop/Trident/index.html	(from http://localhost:8180/young-scientist-workshop/)
